SerieID, Heuristic, Serie, t,    d,    ans,  av_time, min,  med,  max,  ends  
23, RangeList with RMQBucket, 229875, 17    , 0.4   , 301   , 0.0   , 0.04  , 0.04  , 0.05  , 84
23, RangeList with RMQBucket, 229875, 19    , 0.5   , 186   , 0.0   , 0.03  , 0.03  , 0.03  , 48
23, RangeList with RMQBucket, 229875, 21    , 0.6   , 82    , 0.0   , 0.01  , 0.01  , 0.02  , 17
23, RangeList with RMQBucket, 229875, 23    , 0.7   , 31    , 0.0   , 0.01  , 0.01  , 0.01  , 3
23, RangeList with RMQBucket, 229875, 25    , 0.9   , 25    , 0.0   , 0.00  , 0.00  , 0.01  , 1
23, RangeList with RMQBucket, 229875, 27    , 1.1   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
23, RangeList with RMQBucket, 229875, 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
23, RangeList with RMQBucket, 229875, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


2376.55
24, RangeList with RMQBucket, 215625, 3     , 0.1   , 2941  , 0.7   , 0.59  , 0.60  , 0.94  , 2085
24, RangeList with RMQBucket, 215625, 5     , 0.1   , 3656  , 0.7   , 0.72  , 0.72  , 0.82  , 2093
24, RangeList with RMQBucket, 215625, 7     , 0.2   , 3643  , 0.7   , 0.64  , 0.64  , 0.70  , 1747
24, RangeList with RMQBucket, 215625, 9     , 0.2   , 3322  , 0.6   , 0.57  , 0.57  , 0.69  , 1400
24, RangeList with RMQBucket, 215625, 11    , 0.2   , 2818  , 0.5   , 0.48  , 0.48  , 0.52  , 1049
24, RangeList with RMQBucket, 215625, 13    , 0.3   , 2207  , 0.4   , 0.35  , 0.35  , 0.38  , 741
24, RangeList with RMQBucket, 215625, 15    , 0.4   , 1639  , 0.3   , 0.25  , 0.25  , 0.27  , 500
24, RangeList with RMQBucket, 215625, 17    , 0.4   , 1168  , 0.2   , 0.18  , 0.18  , 0.19  , 321
24, RangeList with RMQBucket, 215625, 19    , 0.5   , 860   , 0.1   , 0.12  , 0.12  , 0.13  , 206
24, RangeList with RMQBucket, 215625, 21    , 0.6   , 527   , 0.1   , 0.07  , 0.07  , 0.08  , 136
24, RangeList with RMQBucket, 215625, 23    , 0.7   , 356   , 0.0   , 0.04  , 0.04  , 0.05  , 69
24, RangeList with RMQBucket, 215625, 25    , 0.9   , 217   , 0.0   , 0.03  , 0.03  , 0.03  , 38
24, RangeList with RMQBucket, 215625, 27    , 1.1   , 110   , 0.0   , 0.01  , 0.01  , 0.02  , 19
24, RangeList with RMQBucket, 215625, 29    , 1.3   , 85    , 0.0   , 0.01  , 0.01  , 0.01  , 8
24, RangeList with RMQBucket, 215625, 31    , 1.5   , 62    , 0.0   , 0.01  , 0.01  , 0.01  , 6


432.17
25, RangeList with RMQBucket, 43500 , 3     , 0.1   , 2810  , 0.6   , 0.59  , 0.61  , 0.79  , 2095
25, RangeList with RMQBucket, 43500 , 5     , 0.1   , 3322  , 0.7   , 0.65  , 0.66  , 0.74  , 2068
25, RangeList with RMQBucket, 43500 , 7     , 0.2   , 3241  , 0.6   , 0.63  , 0.63  , 0.65  , 1747
25, RangeList with RMQBucket, 43500 , 9     , 0.2   , 2971  , 0.5   , 0.54  , 0.54  , 0.56  , 1414
25, RangeList with RMQBucket, 43500 , 11    , 0.2   , 2542  , 0.5   , 0.45  , 0.46  , 0.47  , 1081
25, RangeList with RMQBucket, 43500 , 13    , 0.3   , 2172  , 0.4   , 0.37  , 0.37  , 0.39  , 818
25, RangeList with RMQBucket, 43500 , 15    , 0.4   , 1733  , 0.3   , 0.29  , 0.29  , 0.32  , 603
25, RangeList with RMQBucket, 43500 , 17    , 0.4   , 1291  , 0.2   , 0.21  , 0.21  , 0.22  , 397
25, RangeList with RMQBucket, 43500 , 19    , 0.5   , 945   , 0.1   , 0.13  , 0.13  , 0.14  , 253
25, RangeList with RMQBucket, 43500 , 21    , 0.6   , 631   , 0.1   , 0.08  , 0.08  , 0.09  , 160
25, RangeList with RMQBucket, 43500 , 23    , 0.7   , 379   , 0.1   , 0.05  , 0.05  , 0.06  , 104
25, RangeList with RMQBucket, 43500 , 25    , 0.9   , 191   , 0.0   , 0.03  , 0.03  , 0.03  , 58
25, RangeList with RMQBucket, 43500 , 27    , 1.1   , 106   , 0.0   , 0.02  , 0.02  , 0.02  , 30
25, RangeList with RMQBucket, 43500 , 29    , 1.3   , 72    , 0.0   , 0.01  , 0.01  , 0.01  , 11
25, RangeList with RMQBucket, 43500 , 31    , 1.5   , 44    , 0.0   , 0.01  , 0.01  , 0.01  , 3


1626.42
26, RangeList with RMQBucket, 215625, 3     , 0.1   , 300   , 0.1   , 0.05  , 0.05  , 0.11  , 169
26, RangeList with RMQBucket, 215625, 5     , 0.1   , 372   , 0.1   , 0.05  , 0.05  , 0.07  , 164
26, RangeList with RMQBucket, 215625, 7     , 0.2   , 333   , 0.1   , 0.05  , 0.05  , 0.06  , 134
26, RangeList with RMQBucket, 215625, 9     , 0.2   , 247   , 0.0   , 0.03  , 0.03  , 0.04  , 95
26, RangeList with RMQBucket, 215625, 11    , 0.2   , 173   , 0.0   , 0.02  , 0.02  , 0.04  , 61
26, RangeList with RMQBucket, 215625, 13    , 0.3   , 105   , 0.0   , 0.01  , 0.01  , 0.02  , 38
26, RangeList with RMQBucket, 215625, 15    , 0.4   , 62    , 0.0   , 0.01  , 0.01  , 0.02  , 30
26, RangeList with RMQBucket, 215625, 17    , 0.4   , 37    , 0.0   , 0.01  , 0.01  , 0.01  , 20
26, RangeList with RMQBucket, 215625, 19    , 0.5   , 25    , 0.0   , 0.00  , 0.01  , 0.01  , 15
26, RangeList with RMQBucket, 215625, 21    , 0.6   , 4     , 0.0   , 0.00  , 0.00  , 0.01  , 9
26, RangeList with RMQBucket, 215625, 23    , 0.7   , 3     , 0.0   , 0.00  , 0.00  , 0.01  , 8
26, RangeList with RMQBucket, 215625, 25    , 0.9   , 3     , 0.0   , 0.00  , 0.00  , 0.01  , 8
26, RangeList with RMQBucket, 215625, 27    , 1.1   , 3     , 0.0   , 0.00  , 0.00  , 0.01  , 8
26, RangeList with RMQBucket, 215625, 29    , 1.3   , 3     , 0.0   , 0.00  , 0.00  , 0.01  , 9
26, RangeList with RMQBucket, 215625, 31    , 1.5   , 3     , 0.0   , 0.00  , 0.00  , 0.01  , 9


4632.88
27, RangeList with RMQBucket, 215625, 3     , 0.1   , 3699  , 0.9   , 0.82  , 0.82  , 1.20  , 2936
27, RangeList with RMQBucket, 215625, 5     , 0.1   , 5481  , 1.4   , 1.32  , 1.34  , 1.41  , 3625
27, RangeList with RMQBucket, 215625, 7     , 0.2   , 5740  , 1.4   , 1.37  , 1.38  , 1.46  , 3275
27, RangeList with RMQBucket, 215625, 9     , 0.2   , 5347  , 1.2   , 1.11  , 1.13  , 1.24  , 2747
27, RangeList with RMQBucket, 215625, 11    , 0.2   , 4603  , 1.0   , 0.93  , 0.93  , 1.05  , 2129
27, RangeList with RMQBucket, 215625, 13    , 0.3   , 3602  , 0.7   , 0.64  , 0.65  , 0.75  , 1557
27, RangeList with RMQBucket, 215625, 15    , 0.4   , 2676  , 0.5   , 0.47  , 0.47  , 0.51  , 1055
27, RangeList with RMQBucket, 215625, 17    , 0.4   , 2000  , 0.3   , 0.33  , 0.33  , 0.36  , 732
27, RangeList with RMQBucket, 215625, 19    , 0.5   , 1462  , 0.2   , 0.23  , 0.23  , 0.26  , 496
27, RangeList with RMQBucket, 215625, 21    , 0.6   , 995   , 0.1   , 0.14  , 0.14  , 0.16  , 333
27, RangeList with RMQBucket, 215625, 23    , 0.7   , 519   , 0.1   , 0.08  , 0.08  , 0.09  , 165
27, RangeList with RMQBucket, 215625, 25    , 0.9   , 259   , 0.0   , 0.04  , 0.04  , 0.05  , 90
27, RangeList with RMQBucket, 215625, 27    , 1.1   , 142   , 0.0   , 0.02  , 0.02  , 0.03  , 51
27, RangeList with RMQBucket, 215625, 29    , 1.3   , 61    , 0.0   , 0.01  , 0.01  , 0.04  , 14
27, RangeList with RMQBucket, 215625, 31    , 1.5   , 58    , 0.0   , 0.01  , 0.01  , 0.01  , 11


1416.64
28, RangeList with RMQBucket, 215625, 3     , 0.1   , 332   , 0.1   , 0.05  , 0.06  , 0.12  , 192
28, RangeList with RMQBucket, 215625, 5     , 0.1   , 417   , 0.1   , 0.06  , 0.06  , 0.08  , 187
28, RangeList with RMQBucket, 215625, 7     , 0.2   , 431   , 0.1   , 0.06  , 0.06  , 0.07  , 155
28, RangeList with RMQBucket, 215625, 9     , 0.2   , 370   , 0.1   , 0.05  , 0.05  , 0.06  , 119
28, RangeList with RMQBucket, 215625, 11    , 0.2   , 295   , 0.0   , 0.04  , 0.04  , 0.07  , 84
28, RangeList with RMQBucket, 215625, 13    , 0.3   , 166   , 0.0   , 0.02  , 0.02  , 0.03  , 39
28, RangeList with RMQBucket, 215625, 15    , 0.4   , 84    , 0.0   , 0.01  , 0.01  , 0.02  , 19
28, RangeList with RMQBucket, 215625, 17    , 0.4   , 48    , 0.0   , 0.01  , 0.01  , 0.01  , 7
28, RangeList with RMQBucket, 215625, 19    , 0.5   , 35    , 0.0   , 0.01  , 0.01  , 0.01  , 5
28, RangeList with RMQBucket, 215625, 21    , 0.6   , 16    , 0.0   , 0.00  , 0.00  , 0.01  , 5
28, RangeList with RMQBucket, 215625, 23    , 0.7   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
28, RangeList with RMQBucket, 215625, 25    , 0.9   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
28, RangeList with RMQBucket, 215625, 27    , 1.1   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
28, RangeList with RMQBucket, 215625, 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
28, RangeList with RMQBucket, 215625, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


974.23
29, RangeList with RMQBucket, 229875, 3     , 0.1   , 81    , 0.0   , 0.01  , 0.01  , 0.04  , 43
29, RangeList with RMQBucket, 229875, 5     , 0.1   , 77    , 0.0   , 0.01  , 0.01  , 0.02  , 28
29, RangeList with RMQBucket, 229875, 7     , 0.2   , 59    , 0.0   , 0.01  , 0.01  , 0.01  , 20
29, RangeList with RMQBucket, 229875, 9     , 0.2   , 40    , 0.0   , 0.01  , 0.01  , 0.01  , 9
29, RangeList with RMQBucket, 229875, 11    , 0.2   , 17    , 0.0   , 0.00  , 0.00  , 0.01  , 4
29, RangeList with RMQBucket, 229875, 13    , 0.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 15    , 0.4   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 17    , 0.4   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 19    , 0.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 21    , 0.6   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 23    , 0.7   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 25    , 0.9   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 27    , 1.1   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
29, RangeList with RMQBucket, 229875, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


2473.39
30, RangeList with RMQBucket, 229875, 3     , 0.1   , 635   , 0.1   , 0.11  , 0.11  , 0.22  , 401
30, RangeList with RMQBucket, 229875, 5     , 0.1   , 893   , 0.2   , 0.15  , 0.15  , 0.19  , 462
30, RangeList with RMQBucket, 229875, 7     , 0.2   , 943   , 0.1   , 0.14  , 0.14  , 0.17  , 400
30, RangeList with RMQBucket, 229875, 9     , 0.2   , 854   , 0.1   , 0.13  , 0.13  , 0.14  , 317
30, RangeList with RMQBucket, 229875, 11    , 0.2   , 710   , 0.1   , 0.10  , 0.11  , 0.13  , 236
30, RangeList with RMQBucket, 229875, 13    , 0.3   , 538   , 0.1   , 0.07  , 0.07  , 0.08  , 162
30, RangeList with RMQBucket, 229875, 15    , 0.4   , 326   , 0.0   , 0.04  , 0.04  , 0.05  , 92
30, RangeList with RMQBucket, 229875, 17    , 0.4   , 160   , 0.0   , 0.02  , 0.02  , 0.04  , 49
30, RangeList with RMQBucket, 229875, 19    , 0.5   , 74    , 0.0   , 0.01  , 0.01  , 0.02  , 17
30, RangeList with RMQBucket, 229875, 21    , 0.6   , 51    , 0.0   , 0.01  , 0.01  , 0.01  , 10
30, RangeList with RMQBucket, 229875, 23    , 0.7   , 18    , 0.0   , 0.00  , 0.00  , 0.01  , 1
30, RangeList with RMQBucket, 229875, 25    , 0.9   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
30, RangeList with RMQBucket, 229875, 27    , 1.1   , 0     , 0.0   , 0.00  , 0.00  , 0.01  , 0
30, RangeList with RMQBucket, 229875, 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
30, RangeList with RMQBucket, 229875, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


2231.49
31, RangeList with RMQBucket, 217500, 3     , 0.1   , 2389  , 0.5   , 0.47  , 0.47  , 0.81  , 1644
31, RangeList with RMQBucket, 217500, 5     , 0.1   , 3027  , 0.6   , 0.58  , 0.58  , 0.68  , 1652
31, RangeList with RMQBucket, 217500, 7     , 0.2   , 2908  , 0.5   , 0.47  , 0.47  , 0.53  , 1344
31, RangeList with RMQBucket, 217500, 9     , 0.2   , 2534  , 0.4   , 0.40  , 0.41  , 0.47  , 1014
31, RangeList with RMQBucket, 217500, 11    , 0.2   , 2085  , 0.3   , 0.32  , 0.32  , 0.36  , 741
31, RangeList with RMQBucket, 217500, 13    , 0.3   , 1601  , 0.3   , 0.25  , 0.25  , 0.27  , 526
31, RangeList with RMQBucket, 217500, 15    , 0.4   , 1079  , 0.2   , 0.17  , 0.17  , 0.18  , 331
31, RangeList with RMQBucket, 217500, 17    , 0.4   , 757   , 0.1   , 0.10  , 0.10  , 0.12  , 207
31, RangeList with RMQBucket, 217500, 19    , 0.5   , 430   , 0.1   , 0.06  , 0.06  , 0.07  , 117
31, RangeList with RMQBucket, 217500, 21    , 0.6   , 267   , 0.0   , 0.03  , 0.04  , 0.04  , 69
31, RangeList with RMQBucket, 217500, 23    , 0.7   , 190   , 0.0   , 0.02  , 0.02  , 0.03  , 34
31, RangeList with RMQBucket, 217500, 25    , 0.9   , 91    , 0.0   , 0.01  , 0.01  , 0.02  , 18
31, RangeList with RMQBucket, 217500, 27    , 1.1   , 27    , 0.0   , 0.00  , 0.00  , 0.01  , 1
31, RangeList with RMQBucket, 217500, 29    , 1.3   , 11    , 0.0   , 0.00  , 0.00  , 0.01  , 1
31, RangeList with RMQBucket, 217500, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


6528.76
32, RangeList with RMQBucket, 229875, 3     , 0.1   , 12233 , 3.6   , 3.46  , 3.47  , 3.87  , 9285
32, RangeList with RMQBucket, 229875, 5     , 0.1   , 15567 , 4.4   , 4.32  , 4.37  , 4.39  , 9865
32, RangeList with RMQBucket, 229875, 7     , 0.2   , 15609 , 3.7   , 3.71  , 3.72  , 3.76  , 8625
32, RangeList with RMQBucket, 229875, 9     , 0.2   , 14507 , 3.4   , 3.40  , 3.42  , 3.48  , 7185
32, RangeList with RMQBucket, 229875, 11    , 0.2   , 12799 , 3.1   , 3.04  , 3.06  , 3.13  , 5779
32, RangeList with RMQBucket, 229875, 13    , 0.3   , 10671 , 2.3   , 2.26  , 2.32  , 2.36  , 4401
32, RangeList with RMQBucket, 229875, 15    , 0.4   , 8396  , 1.8   , 1.76  , 1.77  , 1.84  , 3248
32, RangeList with RMQBucket, 229875, 17    , 0.4   , 6454  , 1.3   , 1.30  , 1.31  , 1.41  , 2359
32, RangeList with RMQBucket, 229875, 19    , 0.5   , 4749  , 0.9   , 0.86  , 0.87  , 0.99  , 1659
32, RangeList with RMQBucket, 229875, 21    , 0.6   , 3406  , 0.6   , 0.58  , 0.59  , 0.64  , 1101
32, RangeList with RMQBucket, 229875, 23    , 0.7   , 2185  , 0.4   , 0.38  , 0.38  , 0.41  , 692
32, RangeList with RMQBucket, 229875, 25    , 0.9   , 1363  , 0.2   , 0.20  , 0.20  , 0.23  , 412
32, RangeList with RMQBucket, 229875, 27    , 1.1   , 798   , 0.1   , 0.12  , 0.12  , 0.14  , 243
32, RangeList with RMQBucket, 229875, 29    , 1.3   , 465   , 0.1   , 0.07  , 0.07  , 0.08  , 148
32, RangeList with RMQBucket, 229875, 31    , 1.5   , 185   , 0.0   , 0.03  , 0.03  , 0.04  , 75


2221.13
33, RangeList with RMQBucket, 229875, 3     , 0.1   , 2377  , 0.5   , 0.47  , 0.48  , 0.81  , 1619
33, RangeList with RMQBucket, 229875, 5     , 0.1   , 2972  , 0.6   , 0.58  , 0.58  , 0.67  , 1624
33, RangeList with RMQBucket, 229875, 7     , 0.2   , 3000  , 0.5   , 0.51  , 0.51  , 0.56  , 1431
33, RangeList with RMQBucket, 229875, 9     , 0.2   , 2732  , 0.5   , 0.45  , 0.45  , 0.48  , 1133
33, RangeList with RMQBucket, 229875, 11    , 0.2   , 2241  , 0.4   , 0.37  , 0.37  , 0.40  , 845
33, RangeList with RMQBucket, 229875, 13    , 0.3   , 1885  , 0.3   , 0.27  , 0.27  , 0.29  , 599
33, RangeList with RMQBucket, 229875, 15    , 0.4   , 1577  , 0.2   , 0.22  , 0.22  , 0.25  , 440
33, RangeList with RMQBucket, 229875, 17    , 0.4   , 1215  , 0.2   , 0.17  , 0.17  , 0.18  , 307
33, RangeList with RMQBucket, 229875, 19    , 0.5   , 930   , 0.1   , 0.12  , 0.12  , 0.13  , 197
33, RangeList with RMQBucket, 229875, 21    , 0.6   , 613   , 0.1   , 0.08  , 0.08  , 0.09  , 127
33, RangeList with RMQBucket, 229875, 23    , 0.7   , 418   , 0.1   , 0.05  , 0.05  , 0.06  , 72
33, RangeList with RMQBucket, 229875, 25    , 0.9   , 253   , 0.0   , 0.03  , 0.03  , 0.04  , 39
33, RangeList with RMQBucket, 229875, 27    , 1.1   , 210   , 0.0   , 0.02  , 0.02  , 0.03  , 24
33, RangeList with RMQBucket, 229875, 29    , 1.3   , 119   , 0.0   , 0.01  , 0.01  , 0.02  , 15
33, RangeList with RMQBucket, 229875, 31    , 1.5   , 66    , 0.0   , 0.01  , 0.01  , 0.01  , 4


3588.67
34, RangeList with RMQBucket, 229875, 3     , 0.1   , 963   , 0.2   , 0.17  , 0.17  , 0.34  , 655
34, RangeList with RMQBucket, 229875, 5     , 0.1   , 1386  , 0.2   , 0.24  , 0.24  , 0.30  , 730
34, RangeList with RMQBucket, 229875, 7     , 0.2   , 1429  , 0.3   , 0.24  , 0.24  , 0.28  , 646
34, RangeList with RMQBucket, 229875, 9     , 0.2   , 1333  , 0.2   , 0.21  , 0.21  , 0.24  , 532
34, RangeList with RMQBucket, 229875, 11    , 0.2   , 1005  , 0.2   , 0.16  , 0.16  , 0.18  , 396
34, RangeList with RMQBucket, 229875, 13    , 0.3   , 747   , 0.1   , 0.12  , 0.12  , 0.14  , 273
34, RangeList with RMQBucket, 229875, 15    , 0.4   , 528   , 0.1   , 0.08  , 0.08  , 0.10  , 196
34, RangeList with RMQBucket, 229875, 17    , 0.4   , 344   , 0.1   , 0.05  , 0.05  , 0.06  , 125
34, RangeList with RMQBucket, 229875, 19    , 0.5   , 182   , 0.0   , 0.03  , 0.03  , 0.04  , 64
34, RangeList with RMQBucket, 229875, 21    , 0.6   , 102   , 0.0   , 0.01  , 0.02  , 0.02  , 30
34, RangeList with RMQBucket, 229875, 23    , 0.7   , 35    , 0.0   , 0.01  , 0.01  , 0.01  , 11
34, RangeList with RMQBucket, 229875, 25    , 0.9   , 4     , 0.0   , 0.00  , 0.00  , 0.01  , 4
34, RangeList with RMQBucket, 229875, 27    , 1.1   , 1     , 0.0   , 0.00  , 0.00  , 0.01  , 2
34, RangeList with RMQBucket, 229875, 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
34, RangeList with RMQBucket, 229875, 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


1892.80
35, RangeList with RMQBucket, 219375, 3     , 0.1   , 7901  , 2.0   , 1.89  , 1.92  , 2.29  , 5288
35, RangeList with RMQBucket, 219375, 5     , 0.1   , 9323  , 2.2   , 2.18  , 2.20  , 2.24  , 5039
35, RangeList with RMQBucket, 219375, 7     , 0.2   , 8896  , 1.8   , 1.72  , 1.74  , 1.79  , 4131
35, RangeList with RMQBucket, 219375, 9     , 0.2   , 7974  , 1.5   , 1.47  , 1.51  , 1.54  , 3216
35, RangeList with RMQBucket, 219375, 11    , 0.2   , 6933  , 1.2   , 1.18  , 1.18  , 1.27  , 2475
35, RangeList with RMQBucket, 219375, 13    , 0.3   , 5696  , 1.0   , 0.93  , 0.94  , 1.02  , 1826
35, RangeList with RMQBucket, 219375, 15    , 0.4   , 4346  , 0.7   , 0.65  , 0.65  , 0.70  , 1305
35, RangeList with RMQBucket, 219375, 17    , 0.4   , 3268  , 0.5   , 0.47  , 0.47  , 0.50  , 866
35, RangeList with RMQBucket, 219375, 19    , 0.5   , 2298  , 0.3   , 0.31  , 0.32  , 0.33  , 546
35, RangeList with RMQBucket, 219375, 21    , 0.6   , 1776  , 0.2   , 0.23  , 0.23  , 0.26  , 383
35, RangeList with RMQBucket, 219375, 23    , 0.7   , 1238  , 0.2   , 0.17  , 0.17  , 0.19  , 253
35, RangeList with RMQBucket, 219375, 25    , 0.9   , 782   , 0.1   , 0.10  , 0.10  , 0.11  , 157
35, RangeList with RMQBucket, 219375, 27    , 1.1   , 496   , 0.1   , 0.06  , 0.06  , 0.07  , 90
35, RangeList with RMQBucket, 219375, 29    , 1.3   , 252   , 0.0   , 0.03  , 0.03  , 0.04  , 40
35, RangeList with RMQBucket, 219375, 31    , 1.5   , 156   , 0.0   , 0.02  , 0.02  , 0.02  , 15


1743.18
36, RangeList with RMQBucket, 219375, 3     , 0.1   , 7901  , 2.0   , 1.88  , 1.89  , 2.28  , 5288
36, RangeList with RMQBucket, 219375, 5     , 0.1   , 9323  , 2.2   , 2.18  , 2.19  , 2.24  , 5039
36, RangeList with RMQBucket, 219375, 7     , 0.2   , 8896  , 1.7   , 1.71  , 1.72  , 1.84  , 4131
36, RangeList with RMQBucket, 219375, 9     , 0.2   , 7974  , 1.5   , 1.46  , 1.47  , 1.58  , 3216
36, RangeList with RMQBucket, 219375, 11    , 0.2   , 6933  , 1.2   , 1.19  , 1.21  , 1.27  , 2475
36, RangeList with RMQBucket, 219375, 13    , 0.3   , 5696  , 0.9   , 0.93  , 0.93  , 1.01  , 1826
36, RangeList with RMQBucket, 219375, 15    , 0.4   , 4346  , 0.7   , 0.65  , 0.66  , 0.70  , 1305
36, RangeList with RMQBucket, 219375, 17    , 0.4   , 3268  , 0.5   , 0.47  , 0.47  , 0.50  , 866
36, RangeList with RMQBucket, 219375, 19    , 0.5   , 2298  , 0.3   , 0.31  , 0.31  , 0.33  , 546
36, RangeList with RMQBucket, 219375, 21    , 0.6   , 1776  , 0.2   , 0.23  , 0.23  , 0.24  , 383
36, RangeList with RMQBucket, 219375, 23    , 0.7   , 1238  , 0.2   , 0.17  , 0.17  , 0.18  , 253
36, RangeList with RMQBucket, 219375, 25    , 0.9   , 782   , 0.1   , 0.10  , 0.10  , 0.11  , 157
36, RangeList with RMQBucket, 219375, 27    , 1.1   , 496   , 0.1   , 0.06  , 0.06  , 0.07  , 90
36, RangeList with RMQBucket, 219375, 29    , 1.3   , 252   , 0.0   , 0.03  , 0.03  , 0.04  , 40
36, RangeList with RMQBucket, 219375, 31    , 1.5   , 156   , 0.0   , 0.02  , 0.02  , 0.02  , 15


1750.08
37, RangeList with RMQBucket, 73125 , 3     , 0.1   , 333   , 0.1   , 0.06  , 0.06  , 0.16  , 214
37, RangeList with RMQBucket, 73125 , 5     , 0.1   , 485   , 0.1   , 0.08  , 0.08  , 0.17  , 251
37, RangeList with RMQBucket, 73125 , 7     , 0.2   , 481   , 0.1   , 0.07  , 0.07  , 0.09  , 220
37, RangeList with RMQBucket, 73125 , 9     , 0.2   , 412   , 0.1   , 0.07  , 0.07  , 0.09  , 178
37, RangeList with RMQBucket, 73125 , 11    , 0.2   , 372   , 0.1   , 0.06  , 0.06  , 0.08  , 150
37, RangeList with RMQBucket, 73125 , 13    , 0.3   , 276   , 0.0   , 0.04  , 0.04  , 0.05  , 86
37, RangeList with RMQBucket, 73125 , 15    , 0.4   , 163   , 0.0   , 0.02  , 0.02  , 0.03  , 55
37, RangeList with RMQBucket, 73125 , 17    , 0.4   , 96    , 0.0   , 0.01  , 0.01  , 0.02  , 42
37, RangeList with RMQBucket, 73125 , 19    , 0.5   , 71    , 0.0   , 0.01  , 0.01  , 0.02  , 27
37, RangeList with RMQBucket, 73125 , 21    , 0.6   , 63    , 0.0   , 0.01  , 0.01  , 0.01  , 17
37, RangeList with RMQBucket, 73125 , 23    , 0.7   , 47    , 0.0   , 0.01  , 0.01  , 0.01  , 10
37, RangeList with RMQBucket, 73125 , 25    , 0.9   , 18    , 0.0   , 0.00  , 0.00  , 0.01  , 4
37, RangeList with RMQBucket, 73125 , 27    , 1.1   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
37, RangeList with RMQBucket, 73125 , 29    , 1.3   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0
37, RangeList with RMQBucket, 73125 , 31    , 1.5   , 0     , 0.0   , 0.00  , 0.00  , 0.00  , 0


1861.35
38, RangeList with RMQBucket, 73125 , 3     , 0.1   , 2786  , 0.7   , 0.60  , 0.60  , 0.90  , 2083
38, RangeList with RMQBucket, 73125 , 5     , 0.1   , 3521  , 0.8   , 0.74  , 0.78  , 0.84  , 2249
38, RangeList with RMQBucket, 73125 , 7     , 0.2   , 3467  , 0.7   , 0.73  , 0.73  , 0.78  , 1929
38, RangeList with RMQBucket, 73125 , 9     , 0.2   , 3133  , 0.6   , 0.56  , 0.56  , 0.59  , 1554
38, RangeList with RMQBucket, 73125 , 11    , 0.2   , 2772  , 0.5   , 0.47  , 0.47  , 0.50  , 1202
38, RangeList with RMQBucket, 73125 , 13    , 0.3   , 2268  , 0.4   , 0.39  , 0.39  , 0.42  , 900
38, RangeList with RMQBucket, 73125 , 15    , 0.4   , 1770  , 0.3   , 0.29  , 0.30  , 0.32  , 641
38, RangeList with RMQBucket, 73125 , 17    , 0.4   , 1316  , 0.2   , 0.20  , 0.20  , 0.22  , 427
38, RangeList with RMQBucket, 73125 , 19    , 0.5   , 945   , 0.1   , 0.14  , 0.14  , 0.15  , 279
38, RangeList with RMQBucket, 73125 , 21    , 0.6   , 682   , 0.1   , 0.10  , 0.10  , 0.11  , 184
38, RangeList with RMQBucket, 73125 , 23    , 0.7   , 449   , 0.1   , 0.06  , 0.06  , 0.07  , 117
38, RangeList with RMQBucket, 73125 , 25    , 0.9   , 250   , 0.0   , 0.04  , 0.04  , 0.05  , 77
38, RangeList with RMQBucket, 73125 , 27    , 1.1   , 153   , 0.0   , 0.02  , 0.02  , 0.03  , 41
