idserie, size, t, d, ans, ends,  Mixed , RMQH with RMQBucket, RMQH with RMQSt, RangeList with RMQBucket
43, 73125, 17.00, 0.40, 130, 32 , 0.24  , 7.21  , 5.84  , 0.02  
43, 73125, 19.00, 0.50, 60, 13 , 0.21  , 7.10  , 5.82  , 0.01  
43, 73125, 21.00, 0.20, 2286, 608 , 1.51  , 7.01  , 5.87  , 0.32  
43, 73125, 21.00, 0.60, 10, 5 , 0.18  , 7.00  , 5.79  , 0.00  
43, 73125, 23.00, 0.70, 0, 0 , 0.17  , 6.84  , 5.78  , 0.00  
43, 73125, 25.00, 0.20, 2401, 573 , 1.58  , 7.53  , 5.85  , 0.34  
43, 73125, 25.00, 0.90, 0, 0 , 0.17  , 7.53  , 5.77  , 0.00  
43, 73125, 27.00, 1.10, 0, 0 , 0.17  , 8.65  , 5.74  , 0.00  
43, 73125, 29.00, 0.20, 2461, 529 , 1.59  , 9.50  , 5.84  , 0.34  
43, 73125, 29.00, 1.30, 0, 0 , 0.17  , 9.47  , 5.75  , 0.00  
43, 73125, 31.00, 1.50, 0, 0 , 0.17  , 10.15  , 2.26  , 0.00  
43, 73125, 33.00, 0.20, 2349, 464 , 1.55  , 10.31  , 5.82  , 0.33  
43, 73125, 37.00, 0.20, 2226, 395 , 1.43  , 8.54  , 5.80  , 0.30  
43, 73125, 41.00, 0.30, 2128, 364 , 1.35  , 7.45  , 5.79  , 0.28  
43, 73125, 45.00, 0.30, 1944, 300 , 1.20  , 9.42  , 5.76  , 0.25  
43, 73125, 49.00, 0.30, 1719, 256 , 1.11  , 10.82  , 5.77  , 0.22  
43, 73125, 53.00, 0.30, 1529, 210 , 0.98  , 10.62  , 5.76  , 0.20  
43, 73125, 57.00, 0.40, 1380, 192 , 0.93  , 10.81  , 5.76  , 0.18  
43, 73125, 61.00, 0.40, 1117, 144 , 0.77  , 10.59  , 5.76  , 0.15  
44, 73125, 3.00, 0.10, 194, 118 , 0.27  , 2.10  , 2.27  , 0.03  
44, 73125, 5.00, 0.10, 234, 127 , 0.30  , 2.68  , 5.89  , 0.04  
44, 73125, 5.00, 0.10, 423, 206 , 0.39  , 2.84  , 5.96  , 0.07  
44, 73125, 7.00, 0.20, 250, 109 , 0.32  , 2.77  , 2.28  , 0.03  
44, 73125, 9.00, 0.10, 712, 253 , 0.56  , 3.62  , 5.89  , 0.10  
44, 73125, 9.00, 0.20, 207, 76 , 0.29  , 3.55  , 5.87  , 0.03  
44, 73125, 11.00, 0.20, 188, 51 , 0.27  , 5.09  , 5.86  , 0.02  
44, 73125, 13.00, 0.10, 917, 271 , 0.68  , 6.16  , 5.87  , 0.13  
44, 73125, 13.00, 0.30, 172, 39 , 0.26  , 6.10  , 5.81  , 0.02  
44, 73125, 15.00, 0.40, 160, 33 , 0.25  , 6.18  , 2.27  , 0.02  
44, 73125, 17.00, 0.10, 1094, 269 , 0.78  , 6.99  , 5.89  , 0.14  
44, 73125, 17.00, 0.40, 97, 23 , 0.23  , 6.99  , 5.80  , 0.01  
44, 73125, 19.00, 0.50, 50, 13 , 0.20  , 6.85  , 5.81  , 0.01  
44, 73125, 21.00, 0.20, 1223, 253 , 0.87  , 6.74  , 5.86  , 0.15  
44, 73125, 21.00, 0.60, 17, 6 , 0.19  , 6.73  , 5.79  , 0.00  
44, 73125, 23.00, 0.70, 17, 6 , 0.19  , 6.52  , 5.78  , 0.00  
44, 73125, 25.00, 0.20, 1300, 236 , 0.88  , 7.32  , 5.84  , 0.16  
44, 73125, 25.00, 0.90, 16, 5 , 0.19  , 7.31  , 5.78  , 0.00  
44, 73125, 27.00, 1.10, 6, 1 , 0.18  , 8.41  , 5.76  , 0.00  
44, 73125, 29.00, 0.20, 1217, 205 , 0.82  , 9.23  , 5.83  , 0.14  
44, 73125, 29.00, 1.30, 0, 0 , 0.17  , 9.21  , 5.76  , 0.00  
44, 73125, 31.00, 1.50, 0, 0 , 0.17  , 9.86  , 2.28  , 0.00  
44, 73125, 33.00, 0.20, 1099, 164 , 0.75  , 10.11  , 5.79  , 0.13  
44, 73125, 37.00, 0.20, 1052, 150 , 0.73  , 8.26  , 5.80  , 0.13  
44, 73125, 41.00, 0.30, 963, 122 , 0.67  , 7.25  , 5.78  , 0.11  
44, 73125, 45.00, 0.30, 934, 101 , 0.64  , 9.16  , 5.78  , 0.10  
44, 73125, 49.00, 0.30, 895, 91 , 0.62  , 10.63  , 5.77  , 0.10  
44, 73125, 53.00, 0.30, 831, 80 , 0.59  , 10.36  , 5.76  , 0.09  
44, 73125, 57.00, 0.40, 759, 72 , 0.55  , 10.61  , 5.76  , 0.09  
44, 73125, 61.00, 0.40, 622, 54 , 0.48  , 10.34  , 5.76  , 0.08  
45, 229875, 3.00, 0.10, 1236, 815 , 1.41  , 6.65  , 7.24  , 0.24  
45, 229875, 5.00, 0.10, 1642, 874 , 1.73  , 8.53  , 19.05  , 0.26  
45, 229875, 5.00, 0.10, 3140, 1770 , 2.98  , 9.07  , 19.17  , 0.55  
45, 229875, 7.00, 0.20, 1691, 740 , 1.74  , 8.80  , 7.21  , 0.26  
45, 229875, 9.00, 0.10, 5532, 2314 , 4.40  , 11.52  , 18.79  , 1.01  
45, 229875, 9.00, 0.20, 1619, 608 , 1.61  , 11.26  , 18.65  , 0.25  
45, 229875, 11.00, 0.20, 1326, 446 , 1.35  , 16.30  , 18.55  , 0.19  
45, 229875, 13.00, 0.10, 7389, 2558 , 5.55  , 19.99  , 18.64  , 1.28  
45, 229875, 13.00, 0.30, 1094, 350 , 1.20  , 19.73  , 18.44  , 0.16  
45, 229875, 15.00, 0.40, 777, 235 , 0.95  , 20.49  , 7.21  , 0.11  
45, 229875, 17.00, 0.10, 8433, 2557 , 6.16  , 22.94  , 18.67  , 1.48  
45, 229875, 17.00, 0.40, 500, 150 , 0.81  , 22.92  , 18.41  , 0.07  
45, 229875, 19.00, 0.50, 311, 91 , 0.71  , 22.63  , 18.37  , 0.05  
45, 229875, 21.00, 0.20, 8775, 2395 , 6.29  , 22.36  , 18.55  , 1.55  
45, 229875, 21.00, 0.60, 108, 39 , 0.61  , 22.33  , 18.28  , 0.02  
45, 229875, 23.00, 0.70, 63, 16 , 0.57  , 21.81  , 18.23  , 0.01  
45, 229875, 25.00, 0.20, 9007, 2206 , 6.32  , 23.93  , 18.47  , 1.35  
45, 229875, 25.00, 0.90, 47, 10 , 0.56  , 23.91  , 18.19  , 0.01  
45, 229875, 27.00, 1.10, 27, 9 , 0.55  , 27.50  , 18.17  , 0.00  
45, 229875, 29.00, 0.20, 9111, 2018 , 6.30  , 30.21  , 18.45  , 1.36  
45, 229875, 29.00, 1.30, 2, 3 , 0.55  , 30.13  , 18.15  , 0.00  
45, 229875, 31.00, 1.50, 0, 0 , 0.54  , 32.19  , 7.25  , 0.00  
45, 229875, 33.00, 0.20, 8589, 1769 , 5.96  , 32.68  , 18.36  , 1.30  
45, 229875, 37.00, 0.20, 7923, 1491 , 5.48  , 27.18  , 18.28  , 1.08  
45, 229875, 41.00, 0.30, 7252, 1274 , 5.12  , 23.70  , 18.24  , 0.99  
45, 229875, 45.00, 0.30, 6362, 1066 , 4.61  , 29.96  , 18.21  , 0.88  
45, 229875, 49.00, 0.30, 5577, 909 , 4.23  , 34.33  , 18.18  , 0.77  
45, 229875, 53.00, 0.30, 4748, 743 , 3.73  , 33.84  , 18.16  , 0.65  
45, 229875, 57.00, 0.40, 4056, 629 , 3.33  , 34.26  , 18.14  , 0.52  
45, 229875, 61.00, 0.40, 3381, 518 , 2.86  , 33.75  , 18.12  , 0.44  
46, 223500, 3.00, 0.10, 6321, 4767 , 4.72  , 6.60  , 7.13  , 1.65  
46, 223500, 5.00, 0.10, 8716, 5425 , 6.29  , 8.45  , 18.73  , 2.22  
46, 223500, 5.00, 0.10, 14161, 8969 , 8.88  , 9.00  , 18.92  , 3.70  
46, 223500, 7.00, 0.20, 9102, 4955 , 6.66  , 8.69  , 7.11  , 2.26  
46, 223500, 9.00, 0.10, 23493, 11627 , 13.73  , 11.43  , 18.59  , 5.85  
46, 223500, 9.00, 0.20, 8468, 4059 , 6.38  , 11.07  , 18.30  , 2.04  
46, 223500, 11.00, 0.20, 7442, 3215 , 5.87  , 16.05  , 18.13  , 1.42  
46, 223500, 13.00, 0.10, 30299, 12577 , 17.20  , 19.83  , 18.39  , 6.33  
46, 223500, 13.00, 0.30, 6183, 2461 , 5.18  , 19.57  , 18.00  , 1.15  
46, 223500, 15.00, 0.40, 4899, 1758 , 4.36  , 20.33  , 7.04  , 0.83  
46, 223500, 17.00, 0.10, 33432, 12253 , 18.92  , 22.80  , 18.43  , 6.80  
46, 223500, 17.00, 0.40, 3951, 1245 , 3.63  , 22.64  , 17.99  , 0.61  
46, 223500, 19.00, 0.50, 2938, 844 , 2.84  , 22.39  , 17.88  , 0.44  
46, 223500, 21.00, 0.20, 35258, 11655 , 19.97  , 22.32  , 18.27  , 6.57  
46, 223500, 21.00, 0.60, 2136, 563 , 2.18  , 22.15  , 17.80  , 0.29  
46, 223500, 23.00, 0.70, 1509, 358 , 1.50  , 21.66  , 17.74  , 0.20  
46, 223500, 25.00, 0.20, 36509, 11029 , 20.66  , 23.75  , 18.18  , 7.06  
46, 223500, 25.00, 0.90, 1018, 225 , 1.07  , 23.57  , 17.70  , 0.13  
46, 223500, 27.00, 1.10, 601, 122 , 0.84  , 27.10  , 17.67  , 0.07  
46, 223500, 29.00, 0.20, 37176, 10388 , 20.86  , 29.90  , 18.14  , 7.09  
46, 223500, 29.00, 1.30, 436, 61 , 0.72  , 29.70  , 17.65  , 0.05  
46, 223500, 31.00, 1.50, 250, 41 , 0.66  , 31.75  , 7.06  , 0.03  
46, 223500, 33.00, 0.20, 36173, 9409 , 20.47  , 32.22  , 18.07  , 6.66  
46, 223500, 37.00, 0.20, 33925, 8385 , 19.54  , 26.96  , 17.95  , 6.42  
46, 223500, 41.00, 0.30, 32907, 7733 , 19.09  , 23.47  , 17.89  , 6.15  
46, 223500, 45.00, 0.30, 30161, 6749 , 17.75  , 29.62  , 17.84  , 5.57  
46, 223500, 49.00, 0.30, 28629, 6118 , 16.95  , 33.78  , 17.80  , 4.62  
46, 223500, 53.00, 0.30, 26029, 5317 , 15.63  , 33.28  , 17.77  , 4.24  
46, 223500, 57.00, 0.40, 24376, 4763 , 14.69  , 33.71  , 17.74  , 4.05  
46, 223500, 61.00, 0.40, 21564, 4086 , 13.25  , 33.16  , 17.72  , 3.52  
47, 229875, 3.00, 0.10, 994, 660 , 1.24  , 6.70  , 7.23  , 0.18  
47, 229875, 5.00, 0.10, 1280, 697 , 1.54  , 8.52  , 19.01  , 0.24  
47, 229875, 5.00, 0.10, 2526, 1426 , 2.57  , 9.06  , 19.13  , 0.50  
47, 229875, 7.00, 0.20, 1301, 596 , 1.52  , 8.80  , 7.21  , 0.21  
47, 229875, 9.00, 0.10, 4653, 2059 , 4.00  , 11.51  , 18.76  , 0.85  
47, 229875, 9.00, 0.20, 1153, 479 , 1.38  , 11.26  , 18.62  , 0.19  
47, 229875, 11.00, 0.20, 953, 349 , 1.18  , 16.36  , 18.52  , 0.14  
47, 229875, 13.00, 0.10, 6521, 2390 , 5.19  , 19.99  , 18.62  , 1.09  
47, 229875, 13.00, 0.30, 715, 260 , 0.99  , 19.83  , 18.42  , 0.10  
47, 229875, 15.00, 0.40, 438, 153 , 0.81  , 20.50  , 7.21  , 0.07  
47, 229875, 17.00, 0.10, 7403, 2384 , 5.70  , 22.98  , 18.65  , 1.31  
47, 229875, 17.00, 0.40, 301, 84 , 0.72  , 22.94  , 18.40  , 0.04  
47, 229875, 19.00, 0.50, 186, 48 , 0.65  , 22.65  , 18.33  , 0.03  
47, 229875, 21.00, 0.20, 7695, 2187 , 5.84  , 22.37  , 18.53  , 1.29  
47, 229875, 21.00, 0.60, 82, 17 , 0.58  , 22.36  , 18.27  , 0.01  
47, 229875, 23.00, 0.70, 31, 3 , 0.56  , 21.85  , 18.22  , 0.01  
47, 229875, 25.00, 0.20, 7943, 2106 , 5.98  , 23.96  , 18.46  , 1.31  
47, 229875, 25.00, 0.90, 25, 1 , 0.55  , 23.94  , 18.18  , 0.00  
47, 229875, 27.00, 1.10, 0, 0 , 0.54  , 27.52  , 18.15  , 0.00  
47, 229875, 29.00, 0.20, 7832, 1922 , 5.93  , 30.23  , 18.42  , 1.35  
47, 229875, 29.00, 1.30, 0, 0 , 0.54  , 30.14  , 18.14  , 0.00  
47, 229875, 31.00, 1.50, 0, 0 , 0.54  , 32.21  , 7.26  , 0.00  
47, 229875, 33.00, 0.20, 7363, 1651 , 5.58  , 32.72  , 18.34  , 1.06  
47, 229875, 37.00, 0.20, 6674, 1334 , 5.07  , 27.23  , 18.28  , 0.97  
47, 229875, 41.00, 0.30, 6177, 1187 , 4.78  , 23.75  , 18.23  , 0.89  
47, 229875, 45.00, 0.30, 5027, 955 , 4.13  , 29.99  , 18.19  , 0.76  
47, 229875, 49.00, 0.30, 4234, 807 , 3.68  , 34.36  , 18.17  , 0.67  
47, 229875, 53.00, 0.30, 3377, 625 , 3.12  , 33.76  , 18.16  , 0.47  
47, 229875, 57.00, 0.40, 2862, 510 , 2.65  , 34.28  , 18.14  , 0.40  
47, 229875, 61.00, 0.40, 2279, 390 , 2.15  , 33.64  , 18.13  , 0.32  
48, 229875, 3.00, 0.10, 3666, 2678 , 3.40  , 6.72  , 7.29  , 0.78  
48, 229875, 5.00, 0.10, 4794, 2907 , 4.16  , 8.60  , 19.24  , 1.05  
48, 229875, 5.00, 0.10, 8965, 5590 , 6.34  , 9.17  , 19.41  , 2.27  
48, 229875, 7.00, 0.20, 4715, 2472 , 4.18  , 8.86  , 7.25  , 1.03  
48, 229875, 9.00, 0.10, 15338, 7452 , 9.71  , 11.65  , 19.06  , 3.41  
48, 229875, 9.00, 0.20, 4462, 2019 , 4.00  , 11.31  , 18.80  , 0.81  
48, 229875, 11.00, 0.20, 3845, 1581 , 3.60  , 16.48  , 18.63  , 0.67  
48, 229875, 13.00, 0.10, 19816, 8083 , 12.08  , 20.32  , 18.83  , 4.54  
48, 229875, 13.00, 0.30, 3105, 1186 , 3.11  , 19.96  , 18.50  , 0.55  
48, 229875, 15.00, 0.40, 2383, 848 , 2.51  , 20.92  , 7.22  , 0.39  
48, 229875, 17.00, 0.10, 22257, 7997 , 13.41  , 23.44  , 18.89  , 4.83  
48, 229875, 17.00, 0.40, 1862, 602 , 2.00  , 23.30  , 18.51  , 0.29  
48, 229875, 19.00, 0.50, 1307, 412 , 1.49  , 23.08  , 18.40  , 0.20  
48, 229875, 21.00, 0.20, 23457, 7500 , 14.06  , 22.94  , 18.72  , 5.03  
48, 229875, 21.00, 0.60, 907, 291 , 1.16  , 22.81  , 18.31  , 0.14  
48, 229875, 23.00, 0.70, 565, 192 , 0.92  , 22.32  , 18.25  , 0.09  
48, 229875, 25.00, 0.20, 24131, 7130 , 14.53  , 24.38  , 18.63  , 4.19  
48, 229875, 25.00, 0.90, 365, 117 , 0.80  , 24.26  , 18.21  , 0.05  
48, 229875, 27.00, 1.10, 219, 67 , 0.69  , 27.92  , 18.18  , 0.03  
48, 229875, 29.00, 0.20, 23998, 6533 , 14.54  , 30.72  , 18.58  , 4.38  
48, 229875, 29.00, 1.30, 146, 36 , 0.64  , 30.56  , 18.16  , 0.02  
48, 229875, 31.00, 1.50, 42, 13 , 0.57  , 32.70  , 7.26  , 0.01  
48, 229875, 33.00, 0.20, 22924, 5812 , 14.06  , 33.11  , 18.53  , 4.14  
48, 229875, 37.00, 0.20, 21273, 5059 , 13.24  , 27.70  , 18.39  , 3.84  
48, 229875, 41.00, 0.30, 20260, 4537 , 12.72  , 24.09  , 18.32  , 3.69  
48, 229875, 45.00, 0.30, 18582, 3933 , 11.85  , 30.44  , 18.29  , 3.11  
48, 229875, 49.00, 0.30, 17296, 3479 , 11.16  , 34.70  , 18.26  , 2.89  
48, 229875, 53.00, 0.30, 15430, 3003 , 10.16  , 34.22  , 18.24  , 2.54  
48, 229875, 57.00, 0.40, 13905, 2606 , 9.41  , 34.63  , 18.21  , 2.19  
48, 229875, 61.00, 0.40, 12193, 2194 , 8.43  , 34.11  , 18.19  , 1.96  
49, 229875, 3.00, 0.10, 1886, 1396 , 2.08  , 6.68  , 7.25  , 0.39  
49, 229875, 5.00, 0.10, 2723, 1655 , 2.76  , 8.55  , 19.16  , 0.59  
49, 229875, 5.00, 0.10, 5220, 3366 , 4.37  , 9.11  , 19.30  , 1.34  
49, 229875, 7.00, 0.20, 2826, 1486 , 2.89  , 8.82  , 7.23  , 0.54  
49, 229875, 9.00, 0.10, 10148, 5071 , 7.14  , 11.59  , 18.95  , 2.41  
49, 229875, 9.00, 0.20, 2714, 1233 , 2.77  , 11.28  , 18.75  , 0.49  
49, 229875, 11.00, 0.20, 2442, 968 , 2.55  , 16.50  , 18.58  , 0.42  
49, 229875, 13.00, 0.10, 13473, 5664 , 8.98  , 20.26  , 18.73  , 3.29  
49, 229875, 13.00, 0.30, 2075, 754 , 2.23  , 20.03  , 18.46  , 0.35  
49, 229875, 15.00, 0.40, 1643, 540 , 1.76  , 20.93  , 7.21  , 0.23  
49, 229875, 17.00, 0.10, 15724, 5844 , 10.20  , 23.38  , 18.80  , 3.15  
49, 229875, 17.00, 0.40, 1205, 356 , 1.33  , 23.30  , 18.47  , 0.16  
49, 229875, 19.00, 0.50, 817, 218 , 1.01  , 23.08  , 18.36  , 0.11  
49, 229875, 21.00, 0.20, 16563, 5531 , 10.76  , 22.91  , 18.63  , 3.56  
49, 229875, 21.00, 0.60, 486, 127 , 0.82  , 22.83  , 18.29  , 0.07  
49, 229875, 23.00, 0.70, 291, 77 , 0.73  , 22.34  , 18.23  , 0.04  
49, 229875, 25.00, 0.20, 17122, 5207 , 11.07  , 24.35  , 18.55  , 3.46  
49, 229875, 25.00, 0.90, 184, 47 , 0.67  , 24.27  , 18.20  , 0.02  
49, 229875, 27.00, 1.10, 119, 31 , 0.62  , 27.92  , 18.17  , 0.02  
49, 229875, 29.00, 0.20, 16926, 4734 , 10.96  , 30.71  , 18.51  , 3.38  
49, 229875, 29.00, 1.30, 34, 10 , 0.57  , 30.59  , 18.15  , 0.01  
49, 229875, 31.00, 1.50, 30, 8 , 0.57  , 32.69  , 7.26  , 0.00  
49, 229875, 33.00, 0.20, 16223, 4185 , 10.56  , 33.06  , 18.43  , 3.17  
49, 229875, 37.00, 0.20, 15392, 3666 , 10.03  , 27.69  , 18.33  , 2.61  
49, 229875, 41.00, 0.30, 14533, 3238 , 9.54  , 24.07  , 18.28  , 2.49  
49, 229875, 45.00, 0.30, 13317, 2773 , 8.89  , 30.45  , 18.24  , 2.17  
49, 229875, 49.00, 0.30, 12239, 2414 , 8.27  , 34.69  , 18.22  , 2.02  
49, 229875, 53.00, 0.30, 10985, 2044 , 7.46  , 34.33  , 18.19  , 1.78  
49, 229875, 57.00, 0.40, 9789, 1724 , 6.79  , 34.61  , 18.18  , 1.43  
49, 229875, 61.00, 0.40, 8294, 1399 , 5.94  , 34.22  , 18.16  , 1.18  
50, 229875, 3.00, 0.10, 4337, 3487 , 3.55  , 6.76  , 7.30  , 1.01  
50, 229875, 5.00, 0.10, 6236, 4240 , 4.75  , 8.63  , 19.26  , 1.64  
50, 229875, 5.00, 0.10, 11643, 7837 , 7.38  , 9.22  , 19.46  , 3.19  
50, 229875, 7.00, 0.20, 6581, 3836 , 5.06  , 8.90  , 7.28  , 1.63  
50, 229875, 9.00, 0.10, 20835, 10928 , 11.91  , 11.74  , 19.15  , 4.64  
50, 229875, 9.00, 0.20, 6210, 3157 , 4.88  , 11.34  , 18.83  , 1.23  
50, 229875, 11.00, 0.20, 5697, 2563 , 4.68  , 16.55  , 18.65  , 1.16  
50, 229875, 13.00, 0.10, 27218, 12106 , 15.36  , 20.46  , 18.92  , 6.24  
50, 229875, 13.00, 0.30, 4882, 2030 , 4.26  , 20.07  , 18.51  , 0.93  
50, 229875, 15.00, 0.40, 4054, 1518 , 3.74  , 21.05  , 7.24  , 0.73  
50, 229875, 17.00, 0.10, 30140, 11781 , 16.94  , 23.57  , 18.98  , 6.51  
50, 229875, 17.00, 0.40, 3281, 1134 , 3.28  , 23.40  , 18.52  , 0.53  
50, 229875, 19.00, 0.50, 2588, 855 , 2.77  , 23.19  , 18.42  , 0.41  
50, 229875, 21.00, 0.20, 31579, 11094 , 17.73  , 23.14  , 18.79  , 6.61  
50, 229875, 21.00, 0.60, 1986, 635 , 2.18  , 22.95  , 18.31  , 0.30  
50, 229875, 23.00, 0.70, 1336, 433 , 1.55  , 22.47  , 18.25  , 0.22  
50, 229875, 25.00, 0.20, 32886, 10472 , 18.44  , 24.53  , 18.69  , 7.01  
50, 229875, 25.00, 0.90, 801, 253 , 1.02  , 24.34  , 18.21  , 0.13  
50, 229875, 27.00, 1.10, 514, 140 , 0.83  , 28.02  , 18.18  , 0.08  
50, 229875, 29.00, 0.20, 33146, 9735 , 18.64  , 30.91  , 18.66  , 5.82  
50, 229875, 29.00, 1.30, 239, 68 , 0.67  , 30.71  , 18.16  , 0.03  
50, 229875, 31.00, 1.50, 79, 17 , 0.58  , 32.82  , 7.28  , 0.01  
50, 229875, 33.00, 0.20, 32180, 8803 , 18.30  , 33.21  , 18.60  , 5.67  
50, 229875, 37.00, 0.20, 30498, 7843 , 17.56  , 27.89  , 18.46  , 5.24  
50, 229875, 41.00, 0.30, 29804, 7165 , 17.20  , 24.24  , 18.41  , 5.25  
50, 229875, 45.00, 0.30, 27307, 6240 , 16.12  , 30.61  , 18.36  , 4.86  
50, 229875, 49.00, 0.30, 25761, 5612 , 15.43  , 34.83  , 18.30  , 4.17  
50, 229875, 53.00, 0.30, 23596, 4906 , 14.41  , 34.38  , 18.28  , 3.91  
50, 229875, 57.00, 0.40, 22122, 4431 , 13.63  , 34.75  , 18.26  , 3.63  
50, 229875, 61.00, 0.40, 20097, 3874 , 12.65  , 34.28  , 18.23  , 3.34  
